xd,yd,zd,x,y,z,phi,the,psi,fx
0,0,0,-0.000493241,-0.00774868,0.191289,2.11E-05,-1.31E-08,-0.00524812,0.00235566
0,0,0,-0.000493439,-0.00775374,0.19129,-7.33E-06,-2.14E-08,-0.0052524,0.00218889
0,0,0,-0.000493894,-0.00776059,0.191292,-2.69E-06,8.18E-07,-0.00525653,0.00321577
0,0,0,-0.000494135,-0.00776859,0.191289,2.11E-05,-1.31E-08,-0.00526134,0.0023602
0,0,0,-0.000494333,-0.00777365,0.19129,-7.33E-06,-2.14E-08,-0.00526561,0.00219326
0,0,0,-0.000494788,-0.00778049,0.191292,-2.69E-06,8.18E-07,-0.00526974,0.00322014
0,0,0,-0.000495028,-0.00778849,0.191289,2.11E-05,-1.31E-08,-0.00527455,0.00236474
0,0,0,-0.000495226,-0.00779355,0.19129,-7.33E-06,-2.14E-08,-0.00527882,0.00219762
0,0,0,-0.000495681,-0.0078004,0.191292,-2.69E-06,8.18E-07,-0.00528295,0.00322452
0,0,0,-0.000495921,-0.00780839,0.191289,2.11E-05,-1.31E-08,-0.00528775,0.00236927
0,0,0,-0.00049612,-0.00781345,0.19129,-7.33E-06,-2.14E-08,-0.00529202,0.00220198
0,0,0,-0.000496546,-0.00782232,0.191289,2.11E-05,-1.31E-08,-0.00529698,0.00237244
0,0,0,-0.000496814,-0.00782829,0.191289,2.11E-05,-1.31E-08,-0.00530094,0.0023738
0,0,0,-0.000497012,-0.00783335,0.19129,-7.33E-06,-2.14E-08,-0.0053052,0.00220634
0,0,0,-0.000497467,-0.0078402,0.191292,-2.69E-06,8.18E-07,-0.00530932,0.00323326
0,0,0,-0.000497707,-0.0078482,0.191289,2.11E-05,-1.31E-08,-0.00531412,0.00237833
0,0,0,-0.000497905,-0.00785326,0.19129,-7.33E-06,-2.14E-08,-0.00531838,0.00221069
0,0,0,-0.000498359,-0.0078601,0.191292,-2.69E-06,8.18E-07,-0.0053225,0.00323763
0,0,0,-0.000498599,-0.0078681,0.191289,2.11E-05,-1.31E-08,-0.00532729,0.00238286
0,0,0,-0.000498797,-0.00787316,0.19129,-7.33E-06,-2.14E-08,-0.00533155,0.00221505
0,0,0,-0.000499251,-0.00788001,0.191292,-2.69E-06,8.18E-07,-0.00533566,0.003242
0,0,0,-0.000499491,-0.007888,0.191289,2.11E-05,-1.31E-08,-0.00534045,0.00238739
0,0,0,-0.000499689,-0.00789306,0.19129,-7.33E-06,-2.14E-08,-0.00534471,0.0022194
0,0,0,-0.000500142,-0.00789991,0.191292,-2.69E-06,8.18E-07,-0.00534882,0.00324637
0,0,0,-0.000500382,-0.00790791,0.191289,2.11E-05,-1.31E-08,-0.0053536,0.00239191
0,0,0,-0.00050058,-0.00791296,0.19129,-7.33E-06,-2.14E-08,-0.00535786,0.00222376
0,0,0,-0.000501034,-0.00791981,0.191292,-2.69E-06,8.18E-07,-0.00536196,0.00325073
0,0,0,-0.000501274,-0.00792781,0.191289,2.11E-05,-1.31E-08,-0.00536675,0.00239643
0,0,0,-0.000501471,-0.00793287,0.19129,-7.33E-06,-2.14E-08,-0.005371,0.00222811
0,0,0,-0.000501925,-0.00793972,0.191292,-2.69E-06,8.18E-07,-0.0053751,0.0032551
0,0,0,-0.000502165,-0.00794771,0.191289,2.11E-05,-1.31E-08,-0.00537988,0.00240096
0,0,0,-0.000502362,-0.00795277,0.19129,-7.33E-06,-2.14E-08,-0.00538413,0.00223245
0,0,0,-0.000502816,-0.00795962,0.191292,-2.69E-06,8.18E-07,-0.00538823,0.00325946
0,0,0,-0.000503055,-0.00796762,0.191289,2.11E-05,-1.31E-08,-0.005393,0.00240548
0,0,0,-0.000503439,-0.00797355,0.191292,-2.69E-06,8.18E-07,-0.00539741,0.00326251
0,0,0,-0.000503706,-0.00797952,0.191292,-2.69E-06,8.18E-07,-0.00540134,0.00326382
0,0,0,-0.000503946,-0.00798752,0.191289,2.11E-05,-1.31E-08,-0.00540612,0.00240999
0,0,0,-0.000504143,-0.00799258,0.19129,-7.33E-06,-2.14E-08,-0.00541036,0.00224115
0,0,0,-0.000504596,-0.00799943,0.191292,-2.69E-06,8.18E-07,-0.00541445,0.00326818
0,0,0,-0.000504836,-0.00800742,0.191289,2.11E-05,-1.31E-08,-0.00541922,0.00241451
0,0,0,-0.000505219,-0.00801336,0.191292,-2.69E-06,8.18E-07,-0.00542362,0.00327123
0,0,0,-0.000505486,-0.00801933,0.191292,-2.69E-06,8.18E-07,-0.00542755,0.00327254
0,0,0,-0.000505725,-0.00802733,0.191289,2.11E-05,-1.31E-08,-0.00543232,0.00241903
0,0,0,-0.000506108,-0.00803326,0.191292,-2.69E-06,8.18E-07,-0.00543671,0.00327558
0,0,0,-0.000506375,-0.00803924,0.191292,-2.69E-06,8.18E-07,-0.00544064,0.00327689
0,0,0,-0.000506614,-0.00804723,0.191289,2.11E-05,-1.31E-08,-0.0054454,0.00242354
0,0,0,-0.000506811,-0.00805229,0.19129,-7.33E-06,-2.14E-08,-0.00544963,0.00225418
0,0,0,-0.000507264,-0.00805914,0.191292,-2.69E-06,8.18E-07,-0.00545371,0.00328125
0,0,0,-0.000507503,-0.00806713,0.191289,2.11E-05,-1.31E-08,-0.00545848,0.00242805
0,0,0,-0.0005077,-0.00807219,0.19129,-7.33E-06,-2.14E-08,-0.0054627,0.00225852
0,0,0,-0.000508153,-0.00807904,0.191292,-2.69E-06,8.18E-07,-0.00546678,0.0032856
0,0,0,-0.000508392,-0.00808704,0.191289,2.11E-05,-1.31E-08,-0.00547154,0.00243256
0,0,0,-0.000508589,-0.0080921,0.19129,-7.33E-06,-2.14E-08,-0.00547576,0.00226286
0,0,0,-0.000509041,-0.00809895,0.191292,-2.69E-06,8.18E-07,-0.00547984,0.00328995
0,0,0,-0.000509281,-0.00810694,0.191289,2.11E-05,-1.31E-08,-0.0054846,0.00243707
0,0,0,-0.000509477,-0.008112,0.19129,-7.33E-06,-2.14E-08,-0.00548882,0.00226719
0,0,0,-0.000509929,-0.00811885,0.191292,-2.69E-06,8.18E-07,-0.00549289,0.0032943
0,0,0,-0.000510098,-0.00812594,0.19129,-7.33E-06,-2.14E-08,-0.00549795,0.00227023
0,0,0,-0.000510365,-0.00813191,0.19129,-7.33E-06,-2.14E-08,-0.00550186,0.00227153
0,0,0,-0.000510817,-0.00813876,0.191292,-2.69E-06,8.18E-07,-0.00550593,0.00329865
0,0,0,-0.000511056,-0.00814675,0.191289,2.11E-05,-1.31E-08,-0.00551068,0.00244608
0,0,0,-0.000511252,-0.00815181,0.19129,-7.33E-06,-2.14E-08,-0.00551489,0.00227586
0,0,0,-0.000511705,-0.00815866,0.191292,-2.69E-06,8.18E-07,-0.00551896,0.003303
0,0,0,-0.000511944,-0.00816666,0.191289,2.11E-05,-1.31E-08,-0.00552371,0.00245059
0,0,0,-0.00051214,-0.00817172,0.19129,-7.33E-06,-2.14E-08,-0.00552792,0.0022802
0,0,0,-0.000512592,-0.00817857,0.191292,-2.69E-06,8.18E-07,-0.00553199,0.00330734
0,0,0,-0.000512761,-0.00818565,0.19129,-7.33E-06,-2.14E-08,-0.00553703,0.00228323
0,0,0,-0.000513027,-0.00819162,0.19129,-7.33E-06,-2.14E-08,-0.00554093,0.00228453
0,0,0,-0.000513452,-0.0082005,0.191289,2.11E-05,-1.31E-08,-0.00554583,0.00245824
0,0,0,-0.000513718,-0.00820647,0.191289,2.11E-05,-1.31E-08,-0.00554974,0.00245959
0,0,0,-0.000513913,-0.00821153,0.19129,-7.33E-06,-2.14E-08,-0.00555394,0.00228886
0,0,0,-0.000514365,-0.00821838,0.191292,-2.69E-06,8.18E-07,-0.005558,0.00331603
0,0,0,-0.000514604,-0.00822637,0.191289,2.11E-05,-1.31E-08,-0.00556274,0.00246409
0,0,0,-0.0005148,-0.00823143,0.19129,-7.33E-06,-2.14E-08,-0.00556694,0.00229318
0,0,0,-0.000515252,-0.00823828,0.191292,-2.69E-06,8.18E-07,-0.00557099,0.00332037
0,0,0,-0.00051549,-0.00824628,0.191289,2.11E-05,-1.31E-08,-0.00557572,0.00246858
0,0,0,-0.000515686,-0.00825134,0.19129,-7.33E-06,-2.14E-08,-0.00557992,0.00229751
0,0,0,-0.000516137,-0.00825819,0.191292,-2.69E-06,8.18E-07,-0.00558398,0.00332471
0,0,0,-0.000516376,-0.00826618,0.191289,2.11E-05,-1.31E-08,-0.0055887,0.00247308
0,0,0,-0.000516571,-0.00827124,0.19129,-7.33E-06,-2.14E-08,-0.0055929,0.00230183
0,0,0,-0.000517023,-0.00827809,0.191292,-2.69E-06,8.18E-07,-0.00559695,0.00332904
0,0,0,-0.000517261,-0.00828609,0.191289,2.11E-05,-1.31E-08,-0.00560168,0.00247757
0,0,0,-0.000517457,-0.00829115,0.19129,-7.33E-06,-2.14E-08,-0.00560587,0.00230616
0,0,0,-0.000517908,-0.008298,0.191292,-2.69E-06,8.18E-07,-0.00560991,0.00333338
0,0,0,-0.000518076,-0.00830508,0.19129,-7.33E-06,-2.14E-08,-0.00561494,0.00230918
0,0,0,-0.000518342,-0.00831105,0.19129,-7.33E-06,-2.14E-08,-0.00561883,0.00231048
0,0,0,-0.000518793,-0.0083179,0.191292,-2.69E-06,8.18E-07,-0.00562287,0.00333772
0,0,0,-0.000519031,-0.0083259,0.191289,2.11E-05,-1.31E-08,-0.00562759,0.00248656
0,0,0,-0.000519226,-0.00833096,0.19129,-7.33E-06,-2.14E-08,-0.00563177,0.0023148
0,0,0,-0.000519678,-0.00833781,0.191292,-2.69E-06,8.18E-07,-0.00563582,0.00334205
0,0,0,-0.000519916,-0.0083458,0.191289,2.11E-05,-1.31E-08,-0.00564053,0.00249104
0,0,0,-0.000520111,-0.00835086,0.19129,-7.33E-06,-2.14E-08,-0.00564471,0.00231912
0,0,0,-0.000520562,-0.00835771,0.191292,-2.69E-06,8.18E-07,-0.00564875,0.00334638
0,0,0,-0.0005208,-0.00836571,0.191289,2.11E-05,-1.31E-08,-0.00565347,0.00249553
0,0,0,-0.000520995,-0.00837077,0.19129,-7.33E-06,-2.14E-08,-0.00565764,0.00232343
0,0,0,-0.000521446,-0.00837762,0.191292,-2.69E-06,8.18E-07,-0.00566168,0.00335071
0,0,0,-0.000521684,-0.00838562,0.191289,2.11E-05,-1.31E-08,-0.00566639,0.00250002
0,0,0,-0.000521879,-0.00839068,0.19129,-7.33E-06,-2.14E-08,-0.00567056,0.00232775
0,0,0,-0.00052233,-0.00839753,0.191292,-2.69E-06,8.18E-07,-0.0056746,0.00335504
0,0,0,-0.000522568,-0.00840552,0.191289,2.11E-05,-1.31E-08,-0.0056793,0.0025045
0,0,0,-0.000522762,-0.00841058,0.19129,-7.33E-06,-2.14E-08,-0.00568347,0.00233207
0,0,0,-0.000523213,-0.00841743,0.191292,-2.69E-06,8.18E-07,-0.0056875,0.00335937
0,0,0,-0.000523451,-0.00842543,0.191289,2.11E-05,-1.31E-08,-0.00569221,0.00250898
0,0,0,-0.000523645,-0.00843049,0.19129,-7.33E-06,-2.14E-08,-0.00569638,0.00233638
0,0,0,-0.000524096,-0.00843734,0.191292,-2.69E-06,8.18E-07,-0.0057004,0.00336369
0,0,0,-0.000524334,-0.00844533,0.191289,2.11E-05,-1.31E-08,-0.0057051,0.00251346
0,0,0,-0.000524528,-0.00845039,0.19129,-7.33E-06,-2.14E-08,-0.00570927,0.00234069
0,0,0,-0.000524979,-0.00845724,0.191292,-2.69E-06,8.18E-07,-0.00571329,0.00336801
0,0,0,-0.000525216,-0.00846524,0.191289,2.11E-05,-1.31E-08,-0.00571799,0.00251794
0,0,0,-0.000525411,-0.0084703,0.19129,-7.33E-06,-2.14E-08,-0.00572215,0.002345
0,0,0,-0.000525834,-0.00847918,0.191289,2.11E-05,-1.31E-08,-0.005727,0.00252108
0,0,0,-0.000526099,-0.00848515,0.191289,2.11E-05,-1.31E-08,-0.00573087,0.00252242
0,0,0,-0.000526293,-0.00849021,0.19129,-7.33E-06,-2.14E-08,-0.00573502,0.00234931
0,0,0,-0.000526743,-0.00849706,0.191292,-2.69E-06,8.18E-07,-0.00573904,0.00337666
0,0,0,-0.000526981,-0.00850505,0.191289,2.11E-05,-1.31E-08,-0.00574373,0.00252689
0,0,0,-0.000527175,-0.00851011,0.19129,-7.33E-06,-2.14E-08,-0.00574789,0.00235361
0,0,0,-0.000527625,-0.00851696,0.191292,-2.69E-06,8.18E-07,-0.0057519,0.00338098
0,0,0,-0.000527862,-0.00852496,0.191289,2.11E-05,-1.31E-08,-0.00575659,0.00253137
0,0,0,-0.000528242,-0.0085309,0.191292,-2.69E-06,8.18E-07,-0.0057609,0.003384
0,0,0,-0.000528506,-0.00853687,0.191292,-2.69E-06,8.18E-07,-0.00576475,0.0033853
0,0,0,-0.000528744,-0.00854487,0.191289,2.11E-05,-1.31E-08,-0.00576944,0.00253584
0,0,0,-0.000528938,-0.00854993,0.19129,-7.33E-06,-2.14E-08,-0.00577359,0.00236222
0,0,0,-0.000529388,-0.00855678,0.191292,-2.69E-06,8.18E-07,-0.0057776,0.00338961
0,0,0,-0.000529625,-0.00856477,0.191289,2.11E-05,-1.31E-08,-0.00578228,0.00254031
0,0,0,-0.000529819,-0.00856983,0.19129,-7.33E-06,-2.14E-08,-0.00578642,0.00236652
0,0,0,-0.000530268,-0.00857669,0.191292,-2.69E-06,8.18E-07,-0.00579043,0.00339393
0,0,0,-0.000530506,-0.00858468,0.191289,2.11E-05,-1.31E-08,-0.00579511,0.00254478
0,0,0,-0.000530699,-0.00858974,0.19129,-7.33E-06,-2.14E-08,-0.00579925,0.00237082
0,0,0,-0.000531149,-0.00859659,0.191292,-2.69E-06,8.18E-07,-0.00580325,0.00339824
0,0,0,-0.000531386,-0.00860459,0.191289,2.11E-05,-1.31E-08,-0.00580793,0.00254925
0,0,0,-0.000531765,-0.00861053,0.191292,-2.69E-06,8.18E-07,-0.00581222,0.00340126
0,0,0,-0.000532029,-0.0086165,0.191292,-2.69E-06,8.18E-07,-0.00581607,0.00340255
0,0,0,-0.000532266,-0.0086245,0.191289,2.11E-05,-1.31E-08,-0.00582074,0.00255371
0,0,0,-0.000532459,-0.00862956,0.19129,-7.33E-06,-2.14E-08,-0.00582488,0.00237942
0,0,0,-0.000532723,-0.00863553,0.19129,-7.33E-06,-2.14E-08,-0.00582872,0.00238071
0,0,0,-0.000533146,-0.0086444,0.191289,2.11E-05,-1.31E-08,-0.00583354,0.00255818
0,0,0,-0.000533339,-0.00864946,0.19129,-7.33E-06,-2.14E-08,-0.00583767,0.00238372
0,0,0,-0.000533788,-0.00865632,0.191292,-2.69E-06,8.18E-07,-0.00584167,0.00341117
0,0,0,-0.000534025,-0.00866431,0.191289,2.11E-05,-1.31E-08,-0.00584633,0.00256264
0,0,0,-0.000534218,-0.00866937,0.19129,-7.33E-06,-2.14E-08,-0.00585046,0.00238801
0,0,0,-0.000534668,-0.00867622,0.191292,-2.69E-06,8.18E-07,-0.00585445,0.00341548
0,0,0,-0.000534905,-0.00868422,0.191289,2.11E-05,-1.31E-08,-0.00585912,0.0025671
0,0,0,-0.000535097,-0.00868928,0.19129,-7.33E-06,-2.14E-08,-0.00586324,0.0023923
0,0,0,-0.000535547,-0.00869613,0.191292,-2.69E-06,8.18E-07,-0.00586723,0.00341978
0,0,0,-0.000535783,-0.00870413,0.191289,2.11E-05,-1.31E-08,-0.00587189,0.00257156
0,0,0,-0.000535976,-0.00870919,0.19129,-7.33E-06,-2.14E-08,-0.00587601,0.0023966
0,0,0,-0.000536425,-0.00871604,0.191292,-2.69E-06,8.18E-07,-0.00588,0.00342409
0,0,0,-0.000536662,-0.00872404,0.191289,2.11E-05,-1.31E-08,-0.00588465,0.00257602
0,0,0,-0.000536855,-0.0087291,0.19129,-7.33E-06,-2.14E-08,-0.00588877,0.00240089
0,0,0,-0.000537304,-0.00873595,0.191292,-2.69E-06,8.18E-07,-0.00589275,0.00342839
0,0,0,-0.00053754,-0.00874394,0.191289,2.11E-05,-1.31E-08,-0.00589741,0.00258048
0,0,0,-0.000537733,-0.008749,0.19129,-7.33E-06,-2.14E-08,-0.00590153,0.00240517
0,0,0,-0.000538182,-0.00875585,0.191292,-2.69E-06,8.18E-07,-0.0059055,0.00343269
0,0,0,-0.000538418,-0.00876385,0.191289,2.11E-05,-1.31E-08,-0.00591015,0.00258493
0,0,0,-0.000538611,-0.00876891,0.19129,-7.33E-06,-2.14E-08,-0.00591427,0.00240946
0,0,0,-0.000539059,-0.00877576,0.191292,-2.69E-06,8.18E-07,-0.00591824,0.00343699
0,0,0,-0.000539296,-0.00878376,0.191289,2.11E-05,-1.31E-08,-0.00592289,0.00258938
0,0,0,-0.000539488,-0.00878882,0.19129,-7.33E-06,-2.14E-08,-0.005927,0.00241375
0,0,0,-0.000539937,-0.00879567,0.191292,-2.69E-06,8.18E-07,-0.00593097,0.00344129
0,0,0,-0.000540173,-0.00880367,0.191289,2.11E-05,-1.31E-08,-0.00593562,0.00259383
0,0,0,-0.000540551,-0.00880961,0.191292,-2.69E-06,8.18E-07,-0.00593988,0.0034443
0,0,0,-0.000540814,-0.00881558,0.191292,-2.69E-06,8.18E-07,-0.00594369,0.00344559
0,0,0,-0.00054105,-0.00882358,0.191289,2.11E-05,-1.31E-08,-0.00594833,0.00259828
0,0,0,-0.000541242,-0.00882864,0.19129,-7.33E-06,-2.14E-08,-0.00595244,0.00242231
0,0,0,-0.00054169,-0.00883549,0.191292,-2.69E-06,8.18E-07,-0.00595641,0.00344988
0,0,0,-0.000541927,-0.00884349,0.191289,2.11E-05,-1.31E-08,-0.00596104,0.00260273
0,0,0,-0.000542304,-0.00884943,0.191292,-2.69E-06,8.18E-07,-0.0059653,0.00345289
0,0,0,-0.000542567,-0.0088554,0.191292,-2.69E-06,8.18E-07,-0.00596911,0.00345418
0,0,0,-0.000542803,-0.0088634,0.191289,2.11E-05,-1.31E-08,-0.00597374,0.00260718
0,0,0,-0.000542995,-0.00886845,0.19129,-7.33E-06,-2.14E-08,-0.00597784,0.00243088
0,0,0,-0.000543443,-0.00887531,0.191292,-2.69E-06,8.18E-07,-0.0059818,0.00345847
0,0,0,-0.000543679,-0.0088833,0.191289,2.11E-05,-1.31E-08,-0.00598643,0.00261162
0,0,0,-0.000543871,-0.00888836,0.19129,-7.33E-06,-2.14E-08,-0.00599053,0.00243515
0,0,0,-0.000544319,-0.00889522,0.191292,-2.69E-06,8.18E-07,-0.00599448,0.00346276
0,0,0,-0.000544555,-0.00890321,0.191289,2.11E-05,-1.31E-08,-0.00599911,0.00261607
0,0,0,-0.000544746,-0.00890827,0.19129,-7.33E-06,-2.14E-08,-0.00600321,0.00243943
0,0,0,-0.000545194,-0.00891512,0.191292,-2.69E-06,8.18E-07,-0.00600716,0.00346705
0,0,0,-0.00054543,-0.00892312,0.191289,2.11E-05,-1.31E-08,-0.00601179,0.00262051
0,0,0,-0.000545622,-0.00892818,0.19129,-7.33E-06,-2.14E-08,-0.00601588,0.00244371
0,0,0,-0.000546069,-0.00893503,0.191292,-2.69E-06,8.18E-07,-0.00601982,0.00347134
0,0,0,-0.000546305,-0.00894303,0.191289,2.11E-05,-1.31E-08,-0.00602445,0.00262495
0,0,0,-0.000546497,-0.00894809,0.19129,-7.33E-06,-2.14E-08,-0.00602853,0.00244798
0,0,0,-0.000546944,-0.00895494,0.191292,-2.69E-06,8.18E-07,-0.00603248,0.00347563
0,0,0,-0.00054718,-0.00896294,0.191289,2.11E-05,-1.31E-08,-0.0060371,0.00262939
0,0,0,-0.000547371,-0.008968,0.19129,-7.33E-06,-2.14E-08,-0.00604118,0.00245226
0,0,0,-0.000547819,-0.00897485,0.191292,-2.69E-06,8.18E-07,-0.00604513,0.00347991
0,0,0,-0.000548055,-0.00898285,0.191289,2.11E-05,-1.31E-08,-0.00604974,0.00263383
0,0,0,-0.000548246,-0.00898791,0.19129,-7.33E-06,-2.14E-08,-0.00605382,0.00245653
0,0,0,-0.000548693,-0.00899476,0.191292,-2.69E-06,8.18E-07,-0.00605777,0.00348419
0,0,0,-0.000548929,-0.00900276,0.191289,2.11E-05,-1.31E-08,-0.00606238,0.00263826
0,0,0,-0.00054912,-0.00900782,0.19129,-7.33E-06,-2.14E-08,-0.00606646,0.0024608
0,0,0,-0.000549567,-0.00901467,0.191292,-2.69E-06,8.18E-07,-0.00607039,0.00348848
0,0,0,-0.000549803,-0.00902267,0.191289,2.11E-05,-1.31E-08,-0.006075,0.0026427
0,0,0,-0.000549994,-0.00902773,0.19129,-7.33E-06,-2.14E-08,-0.00607908,0.00246507
0,0,0,-0.000550441,-0.00903458,0.191292,-2.69E-06,8.18E-07,-0.00608301,0.00349276
0,0,0,-0.000550676,-0.00904258,0.191289,2.11E-05,-1.31E-08,-0.00608762,0.00264713
0,0,0,-0.000550867,-0.00904764,0.19129,-7.33E-06,-2.14E-08,-0.00609169,0.00246933
0,0,0,-0.000551314,-0.00905449,0.191292,-2.69E-06,8.18E-07,-0.00609562,0.00349704
0,0,0,-0.00055155,-0.00906249,0.191289,2.11E-05,-1.31E-08,-0.00610023,0.00265156
0,0,0,-0.00055174,-0.00906755,0.19129,-7.33E-06,-2.14E-08,-0.0061043,0.0024736
0,0,0,-0.000552187,-0.0090744,0.191292,-2.69E-06,8.18E-07,-0.00610822,0.00350131
0,0,0,-0.000552423,-0.0090824,0.191289,2.11E-05,-1.31E-08,-0.00611282,0.00265599
0,0,0,-0.000552613,-0.00908746,0.19129,-7.33E-06,-2.14E-08,-0.00611689,0.00247787
0,0,0,-0.000552875,-0.00909343,0.19129,-7.33E-06,-2.14E-08,-0.00612067,0.00247915
0,0,0,-0.000553295,-0.00910231,0.191289,2.11E-05,-1.31E-08,-0.00612541,0.00266042
0,0,0,-0.000553486,-0.00910737,0.19129,-7.33E-06,-2.14E-08,-0.00612948,0.00248213
0,0,0,-0.000553932,-0.00911422,0.191292,-2.69E-06,8.18E-07,-0.0061334,0.00350987
0,0,0,-0.000554168,-0.00912222,0.191289,2.11E-05,-1.31E-08,-0.00613799,0.00266485
0,0,0,-0.000554358,-0.00912728,0.19129,-7.33E-06,-2.14E-08,-0.00614205,0.00248639
0,0,0,-0.000554778,-0.00913616,0.191289,2.11E-05,-1.31E-08,-0.00614679,0.00266794
0,0,0,-0.00055504,-0.00914213,0.191289,2.11E-05,-1.31E-08,-0.00615056,0.00266927
0,0,0,-0.00055523,-0.00914719,0.19129,-7.33E-06,-2.14E-08,-0.00615462,0.00249065
0,0,0,-0.000555676,-0.00915404,0.191292,-2.69E-06,8.18E-07,-0.00615853,0.00351841
0,0,0,-0.000555911,-0.00916204,0.191289,2.11E-05,-1.31E-08,-0.00616312,0.0026737
0,0,0,-0.000556101,-0.0091671,0.19129,-7.33E-06,-2.14E-08,-0.00616718,0.00249491
0,0,0,-0.000556548,-0.00917395,0.191292,-2.69E-06,8.18E-07,-0.00617109,0.00352268
0,0,0,-0.000556783,-0.00918195,0.191289,2.11E-05,-1.31E-08,-0.00617568,0.00267812
0,0,0,-0.000556973,-0.00918701,0.19129,-7.33E-06,-2.14E-08,-0.00617973,0.00249917
0,0,0,-0.000557419,-0.00919386,0.191292,-2.69E-06,8.18E-07,-0.00618364,0.00352695
0,0,0,-0.000557654,-0.00920186,0.191289,2.11E-05,-1.31E-08,-0.00618822,0.00268254
0,0,0,-0.000557844,-0.00920692,0.19129,-7.33E-06,-2.14E-08,-0.00619227,0.00250342
0,0,0,-0.00055829,-0.00921378,0.191292,-2.69E-06,8.18E-07,-0.00619617,0.00353122
0,0,0,-0.000558525,-0.00922177,0.191289,2.11E-05,-1.31E-08,-0.00620075,0.00268696
0,0,0,-0.000558715,-0.00922683,0.19129,-7.33E-06,-2.14E-08,-0.0062048,0.00250768
0,0,0,-0.000559161,-0.00923369,0.191292,-2.69E-06,8.18E-07,-0.0062087,0.00353549
0,0,0,-0.000559324,-0.00924077,0.19129,-7.33E-06,-2.14E-08,-0.00621356,0.00251065
0,0,0,-0.000559585,-0.00924675,0.19129,-7.33E-06,-2.14E-08,-0.00621732,0.00251193
0,0,0,-0.000560031,-0.0092536,0.191292,-2.69E-06,8.18E-07,-0.00622122,0.00353975
0,0,0,-0.000560266,-0.0092616,0.191289,2.11E-05,-1.31E-08,-0.00622579,0.00269579
0,0,0,-0.000560455,-0.00926666,0.19129,-7.33E-06,-2.14E-08,-0.00622983,0.00251618
0,0,0,-0.000560901,-0.00927351,0.191292,-2.69E-06,8.18E-07,-0.00623373,0.00354401
0,0,0,-0.000561136,-0.00928151,0.191289,2.11E-05,-1.31E-08,-0.0062383,0.0027002
